County,Species,CountySpecies,Agg Total,Agg Present
Kirkudbrightshire,Red-shanked Carder,Kirkudbrightshire Red-shanked Carder,0,0
Lanarkshire,Red-shanked Carder,Lanarkshire Red-shanked Carder,0,0
Lancashire,Red-shanked Carder,Lancashire Red-shanked Carder,0,0
Leicestershire,Red-shanked Carder,Leicestershire Red-shanked Carder,0,0
Lincolnshire,Red-shanked Carder,Lincolnshire Red-shanked Carder,0,0
Linlithgow,Red-shanked Carder,Linlithgow Red-shanked Carder,0,0
Mid Perthshire,Red-shanked Carder,Mid Perthshire Red-shanked Carder,0,0
Mid-west Yorkshire,Red-shanked Carder,Mid-west Yorkshire Red-shanked Carder,3,1
Middlesex,Red-shanked Carder,Middlesex Red-shanked Carder,0,0
Midlothian,Red-shanked Carder,Midlothian Red-shanked Carder,0,0
Monmouthshire,Red-shanked Carder,Monmouthshire Red-shanked Carder,1,1
Moray,Red-shanked Carder,Moray Red-shanked Carder,0,0
North Aberdeenshire,Red-shanked Carder,North Aberdeenshire Red-shanked Carder,0,0
North Ayrshire,Red-shanked Carder,North Ayrshire Red-shanked Carder,0,0
North Devon,Red-shanked Carder,North Devon Red-shanked Carder,0,0
North Essex,Red-shanked Carder,North Essex Red-shanked Carder,0,0
North Hampshire,Red-shanked Carder,North Hampshire Red-shanked Carder,11,1
North Lanarkshire,Red-shanked Carder,North Lanarkshire Red-shanked Carder,0,0
North Lincolnshire,Red-shanked Carder,North Lincolnshire Red-shanked Carder,0,0
North Northumberland,Red-shanked Carder,North Northumberland Red-shanked Carder,0,0
North Somerset,Red-shanked Carder,North Somerset Red-shanked Carder,5,1
North Wiltshire,Red-shanked Carder,North Wiltshire Red-shanked Carder,2,1
North-east Yorkshire,Red-shanked Carder,North-east Yorkshire Red-shanked Carder,0,0
North-west Yorkshire,Red-shanked Carder,North-west Yorkshire Red-shanked Carder,0,0
Northamptonshire,Red-shanked Carder,Northamptonshire Red-shanked Carder,0,0
Northumberland,Red-shanked Carder,Northumberland Red-shanked Carder,0,0
Nottinghamshire,Red-shanked Carder,Nottinghamshire Red-shanked Carder,0,0
Orkney,Red-shanked Carder,Orkney Red-shanked Carder,0,0
Oxfordshire,Red-shanked Carder,Oxfordshire Red-shanked Carder,1,1
Pembrokeshire,Red-shanked Carder,Pembrokeshire Red-shanked Carder,0,0
Perthshire,Red-shanked Carder,Perthshire Red-shanked Carder,0,0
Radnorshire,Red-shanked Carder,Radnorshire Red-shanked Carder,0,0
Renfrewshire,Red-shanked Carder,Renfrewshire Red-shanked Carder,0,0
Roxburghshire,Red-shanked Carder,Roxburghshire Red-shanked Carder,0,0
Shropshire,Red-shanked Carder,Shropshire Red-shanked Carder,0,0
South Aberdeenshire,Red-shanked Carder,South Aberdeenshire Red-shanked Carder,0,0
South Devon,Red-shanked Carder,South Devon Red-shanked Carder,0,0
South East Yorkshire,Red-shanked Carder,South East Yorkshire Red-shanked Carder,0,0
South Ebudes,Red-shanked Carder,South Ebudes Red-shanked Carder,0,0
South Essex,Red-shanked Carder,South Essex Red-shanked Carder,0,0
South Hampshire,Red-shanked Carder,South Hampshire Red-shanked Carder,0,0
South Lanarkshire,Red-shanked Carder,South Lanarkshire Red-shanked Carder,0,0
South Lancashire,Red-shanked Carder,South Lancashire Red-shanked Carder,1,1
South Lincolnshire,Red-shanked Carder,South Lincolnshire Red-shanked Carder,0,0
South Northumberland,Red-shanked Carder,South Northumberland Red-shanked Carder,0,0
South Somerset,Red-shanked Carder,South Somerset Red-shanked Carder,0,0
South Wiltshire,Red-shanked Carder,South Wiltshire Red-shanked Carder,6,1
South-east Yorkshire,Red-shanked Carder,South-east Yorkshire Red-shanked Carder,0,0
South-west Yorkshire,Red-shanked Carder,South-west Yorkshire Red-shanked Carder,0,0
Staffordshire,Red-shanked Carder,Staffordshire Red-shanked Carder,0,0
Stirlingshire,Red-shanked Carder,Stirlingshire Red-shanked Carder,0,0
Surrey,Red-shanked Carder,Surrey Red-shanked Carder,0,0
Sussex,Red-shanked Carder,Sussex Red-shanked Carder,0,0
Warwickshire,Red-shanked Carder,Warwickshire Red-shanked Carder,0,0
West Cornwall with Scilly,Red-shanked Carder,West Cornwall with Scilly Red-shanked Carder,0,0
West Gloucestershire,Red-shanked Carder,West Gloucestershire Red-shanked Carder,0,0
West Inverness-shire,Red-shanked Carder,West Inverness-shire Red-shanked Carder,0,0
West Kent,Red-shanked Carder,West Kent Red-shanked Carder,2,1
West Lancashire,Red-shanked Carder,West Lancashire Red-shanked Carder,0,0
West Norfolk,Red-shanked Carder,West Norfolk Red-shanked Carder,3,1
West Perthshire,Red-shanked Carder,West Perthshire Red-shanked Carder,0,0
West Suffolk,Red-shanked Carder,West Suffolk Red-shanked Carder,0,0
West Sussex,Red-shanked Carder,West Sussex Red-shanked Carder,0,0
Westmorland,Red-shanked Carder,Westmorland Red-shanked Carder,0,0
Worcestershire,Red-shanked Carder,Worcestershire Red-shanked Carder,2,1
Yorkshire,Red-shanked Carder,Yorkshire Red-shanked Carder,0,0
Aberdeenshire,Osmia,Aberdeenshire Osmia,0,0
Alderney,Osmia,Alderney Osmia,0,0
Angus,Osmia,Angus Osmia,0,0
Argyll & Bute,Osmia,Argyll & Bute Osmia,0,0
Argyllshire,Osmia,Argyllshire Osmia,0,0
Ayrshire,Osmia,Ayrshire Osmia,0,0
Bedfordshire,Osmia,Bedfordshire Osmia,0,0
Berkshire,Osmia,Berkshire Osmia,9,1
Berwickshire,Osmia,Berwickshire Osmia,0,0
Buckinghamshire,Osmia,Buckinghamshire Osmia,0,0
Caernarvonshire,Osmia,Caernarvonshire Osmia,0,0
Caithness,Osmia,Caithness Osmia,0,0
Camarthenshire,Osmia,Camarthenshire Osmia,0,0
Cambridgeshire,Osmia,Cambridgeshire Osmia,0,0
Cardiganshire,Osmia,Cardiganshire Osmia,0,0
Carmarthenshire,Osmia,Carmarthenshire Osmia,0,0
Ceredigion,Osmia,Ceredigion Osmia,0,0
Cheshire,Osmia,Cheshire Osmia,0,0
Clyde Isles,Osmia,Clyde Isles Osmia,0,0
Conwy,Osmia,Conwy Osmia,0,0
County Durham,Osmia,County Durham Osmia,0,0
Cumberland,Osmia,Cumberland Osmia,0,0
Denbighshire,Osmia,Denbighshire Osmia,0,0
Derbyshire,Osmia,Derbyshire Osmia,0,0
Dorset,Osmia,Dorset Osmia,0,0
Dumfriesshire,Osmia,Dumfriesshire  Osmia,0,0
Dunbartonshire,Osmia,Dunbartonshire Osmia,0,0
East Cornwall,Osmia,East Cornwall Osmia,0,0
East Gloucestershire,Osmia,East Gloucestershire Osmia,0,0
East Inverness-shire,Osmia,East Inverness-shire Osmia,0,0
East Kent,Osmia,East Kent Osmia,0,0
East Lothian,Osmia,East Lothian Osmia,0,0
East Norfolk,Osmia,East Norfolk Osmia,0,0
East Perthshire,Osmia,East Perthshire Osmia,0,0
East Suffolk,Osmia,East Suffolk Osmia,0,0
East Sussex,Osmia,East Sussex Osmia,0,0
East Sutherland,Osmia,East Sutherland Osmia,0,0
Fifeshire,Osmia,Fifeshire Osmia,0,0
Flintshire,Osmia,Flintshire Osmia,0,0
Glamorganshire,Osmia,Glamorganshire Osmia,0,0
Gwent,Osmia,Gwent Osmia,0,0
Herefordshire,Osmia,Herefordshire Osmia,0,0
Hertfordshire,Osmia,Hertfordshire Osmia,0,0
Huntingdonshire,Osmia,Huntingdonshire Osmia,0,0
Isle of Man,Osmia,Isle of Man Osmia,0,0
Isle of Wight,Osmia,Isle of Wight Osmia,0,0
Kincardineshire,Osmia,Kincardineshire Osmia,0,0
Kirkudbrightshire,Osmia,Kirkudbrightshire Osmia,0,0
Lanarkshire,Osmia,Lanarkshire Osmia,0,0
Lancashire,Osmia,Lancashire Osmia,0,0
Leicestershire,Osmia,Leicestershire Osmia,3,1
Lincolnshire,Osmia,Lincolnshire Osmia,0,0
Linlithgow,Osmia,Linlithgow Osmia,0,0
Mid Perthshire,Osmia,Mid Perthshire Osmia,1,1
Mid-west Yorkshire,Osmia,Mid-west Yorkshire Osmia,0,0
Middlesex,Osmia,Middlesex Osmia,0,0
Midlothian,Osmia,Midlothian Osmia,0,0
Monmouthshire,Osmia,Monmouthshire Osmia,0,0
Moray,Osmia,Moray Osmia,0,0
North Aberdeenshire,Osmia,North Aberdeenshire Osmia,0,0
North Ayrshire,Osmia,North Ayrshire Osmia,0,0
North Devon,Osmia,North Devon Osmia,0,0
North Essex,Osmia,North Essex Osmia,0,0
North Hampshire,Osmia,North Hampshire Osmia,0,0
North Lanarkshire,Osmia,North Lanarkshire Osmia,0,0
North Lincolnshire,Osmia,North Lincolnshire Osmia,0,0
North Northumberland,Osmia,North Northumberland Osmia,0,0
North Somerset,Osmia,North Somerset Osmia,0,0
North Wiltshire,Osmia,North Wiltshire Osmia,0,0
North-east Yorkshire,Osmia,North-east Yorkshire Osmia,0,0
North-west Yorkshire,Osmia,North-west Yorkshire Osmia,0,0
Northamptonshire,Osmia,Northamptonshire Osmia,1,1
Northumberland,Osmia,Northumberland Osmia,0,0
Nottinghamshire,Osmia,Nottinghamshire Osmia,0,0
Orkney,Osmia,Orkney Osmia,0,0
Oxfordshire,Osmia,Oxfordshire Osmia,0,0
Pembrokeshire,Osmia,Pembrokeshire Osmia,0,0
Perthshire,Osmia,Perthshire Osmia,0,0
Radnorshire,Osmia,Radnorshire Osmia,0,0
Renfrewshire,Osmia,Renfrewshire Osmia,0,0
Roxburghshire,Osmia,Roxburghshire Osmia,0,0
Shropshire,Osmia,Shropshire Osmia,0,0
South Aberdeenshire,Osmia,South Aberdeenshire Osmia,0,0
South Devon,Osmia,South Devon Osmia,1,1
South East Yorkshire,Osmia,South East Yorkshire Osmia,0,0
South Ebudes,Osmia,South Ebudes Osmia,0,0
South Essex,Osmia,South Essex Osmia,2,1
South Hampshire,Osmia,South Hampshire Osmia,0,0
South Lanarkshire,Osmia,South Lanarkshire Osmia,0,0
South Lancashire,Osmia,South Lancashire Osmia,0,0
South Lincolnshire,Osmia,South Lincolnshire Osmia,0,0
South Northumberland,Osmia,South Northumberland Osmia,0,0
South Somerset,Osmia,South Somerset Osmia,0,0
South Wiltshire,Osmia,South Wiltshire Osmia,6,1
South-east Yorkshire,Osmia,South-east Yorkshire Osmia,0,0
South-west Yorkshire,Osmia,South-west Yorkshire Osmia,0,0
Staffordshire,Osmia,Staffordshire Osmia,0,0
Stirlingshire,Osmia,Stirlingshire Osmia,0,0
Surrey,Osmia,Surrey Osmia,0,0
Sussex,Osmia,Sussex Osmia,0,0
Warwickshire,Osmia,Warwickshire Osmia,2,1
West Cornwall with Scilly,Osmia,West Cornwall with Scilly Osmia,0,0
West Gloucestershire,Osmia,West Gloucestershire Osmia,0,0
West Inverness-shire,Osmia,West Inverness-shire Osmia,0,0
West Kent,Osmia,West Kent Osmia,1,1
West Lancashire,Osmia,West Lancashire Osmia,0,0
West Norfolk,Osmia,West Norfolk Osmia,0,0
West Perthshire,Osmia,West Perthshire Osmia,0,0
West Suffolk,Osmia,West Suffolk Osmia,0,0
West Sussex,Osmia,West Sussex Osmia,0,0
Westmorland,Osmia,Westmorland Osmia,0,0
Worcestershire,Osmia,Worcestershire Osmia,0,0
Yorkshire,Osmia,Yorkshire Osmia,0,0
Aberdeenshire,Ruderal Bumblebee,Aberdeenshire Ruderal Bumblebee,0,0
Alderney,Ruderal Bumblebee,Alderney Ruderal Bumblebee,0,0
Angus,Ruderal Bumblebee,Angus Ruderal Bumblebee,0,0
Argyll & Bute,Ruderal Bumblebee,Argyll & Bute Ruderal Bumblebee,0,0
Argyllshire,Ruderal Bumblebee,Argyllshire Ruderal Bumblebee,0,0
Ayrshire,Ruderal Bumblebee,Ayrshire Ruderal Bumblebee,0,0
Bedfordshire,Ruderal Bumblebee,Bedfordshire Ruderal Bumblebee,0,0
Berkshire,Ruderal Bumblebee,Berkshire Ruderal Bumblebee,1,1
Berwickshire,Ruderal Bumblebee,Berwickshire Ruderal Bumblebee,0,0
Buckinghamshire,Ruderal Bumblebee,Buckinghamshire Ruderal Bumblebee,0,0
Caernarvonshire,Ruderal Bumblebee,Caernarvonshire Ruderal Bumblebee,0,0
Caithness,Ruderal Bumblebee,Caithness Ruderal Bumblebee,0,0
Camarthenshire,Ruderal Bumblebee,Camarthenshire Ruderal Bumblebee,0,0
Cambridgeshire,Ruderal Bumblebee,Cambridgeshire Ruderal Bumblebee,3,1
Cardiganshire,Ruderal Bumblebee,Cardiganshire Ruderal Bumblebee,0,0
Carmarthenshire,Ruderal Bumblebee,Carmarthenshire Ruderal Bumblebee,0,0
Ceredigion,Ruderal Bumblebee,Ceredigion Ruderal Bumblebee,0,0
Cheshire,Ruderal Bumblebee,Cheshire Ruderal Bumblebee,0,0
Clyde Isles,Ruderal Bumblebee,Clyde Isles Ruderal Bumblebee,0,0
Conwy,Ruderal Bumblebee,Conwy Ruderal Bumblebee,0,0
County Durham,Ruderal Bumblebee,County Durham Ruderal Bumblebee,0,0
Cumberland,Ruderal Bumblebee,Cumberland Ruderal Bumblebee,0,0
Denbighshire,Ruderal Bumblebee,Denbighshire Ruderal Bumblebee,0,0
Derbyshire,Ruderal Bumblebee,Derbyshire Ruderal Bumblebee,0,0
Dorset,Ruderal Bumblebee,Dorset Ruderal Bumblebee,0,0
Dumfriesshire,Ruderal Bumblebee,Dumfriesshire  Ruderal Bumblebee,0,0
Dunbartonshire,Ruderal Bumblebee,Dunbartonshire Ruderal Bumblebee,0,0
East Cornwall,Ruderal Bumblebee,East Cornwall Ruderal Bumblebee,0,0
East Gloucestershire,Ruderal Bumblebee,East Gloucestershire Ruderal Bumblebee,0,0
East Inverness-shire,Ruderal Bumblebee,East Inverness-shire Ruderal Bumblebee,0,0
East Kent,Ruderal Bumblebee,East Kent Ruderal Bumblebee,233,1
East Lothian,Ruderal Bumblebee,East Lothian Ruderal Bumblebee,0,0
East Norfolk,Ruderal Bumblebee,East Norfolk Ruderal Bumblebee,0,0
East Perthshire,Ruderal Bumblebee,East Perthshire Ruderal Bumblebee,0,0
East Suffolk,Ruderal Bumblebee,East Suffolk Ruderal Bumblebee,0,0
East Sussex,Ruderal Bumblebee,East Sussex Ruderal Bumblebee,12,1
East Sutherland,Ruderal Bumblebee,East Sutherland Ruderal Bumblebee,0,0
Fifeshire,Ruderal Bumblebee,Fifeshire Ruderal Bumblebee,0,0
Flintshire,Ruderal Bumblebee,Flintshire Ruderal Bumblebee,0,0
Glamorganshire,Ruderal Bumblebee,Glamorganshire Ruderal Bumblebee,0,0
Gwent,Ruderal Bumblebee,Gwent Ruderal Bumblebee,0,0
Herefordshire,Ruderal Bumblebee,Herefordshire Ruderal Bumblebee,0,0
Hertfordshire,Ruderal Bumblebee,Hertfordshire Ruderal Bumblebee,0,0
Huntingdonshire,Ruderal Bumblebee,Huntingdonshire Ruderal Bumblebee,0,0
Isle of Man,Ruderal Bumblebee,Isle of Man Ruderal Bumblebee,0,0
Isle of Wight,Ruderal Bumblebee,Isle of Wight Ruderal Bumblebee,0,0
Kincardineshire,Ruderal Bumblebee,Kincardineshire Ruderal Bumblebee,0,0
Kirkudbrightshire,Ruderal Bumblebee,Kirkudbrightshire Ruderal Bumblebee,0,0
Lanarkshire,Ruderal Bumblebee,Lanarkshire Ruderal Bumblebee,0,0
Lancashire,Ruderal Bumblebee,Lancashire Ruderal Bumblebee,0,0
Leicestershire,Ruderal Bumblebee,Leicestershire Ruderal Bumblebee,2,1
Lincolnshire,Ruderal Bumblebee,Lincolnshire Ruderal Bumblebee,3,1
Linlithgow,Ruderal Bumblebee,Linlithgow Ruderal Bumblebee,0,0
Mid Perthshire,Ruderal Bumblebee,Mid Perthshire Ruderal Bumblebee,0,0
Mid-west Yorkshire,Ruderal Bumblebee,Mid-west Yorkshire Ruderal Bumblebee,0,0
Middlesex,Ruderal Bumblebee,Middlesex Ruderal Bumblebee,0,0
Midlothian,Ruderal Bumblebee,Midlothian Ruderal Bumblebee,0,0
Monmouthshire,Ruderal Bumblebee,Monmouthshire Ruderal Bumblebee,0,0
Moray,Ruderal Bumblebee,Moray Ruderal Bumblebee,0,0
North Aberdeenshire,Ruderal Bumblebee,North Aberdeenshire Ruderal Bumblebee,0,0
North Ayrshire,Ruderal Bumblebee,North Ayrshire Ruderal Bumblebee,0,0
North Devon,Ruderal Bumblebee,North Devon Ruderal Bumblebee,0,0
North Essex,Ruderal Bumblebee,North Essex Ruderal Bumblebee,1,1
North Hampshire,Ruderal Bumblebee,North Hampshire Ruderal Bumblebee,0,0
North Lanarkshire,Ruderal Bumblebee,North Lanarkshire Ruderal Bumblebee,0,0
North Lincolnshire,Ruderal Bumblebee,North Lincolnshire Ruderal Bumblebee,0,0
North Northumberland,Ruderal Bumblebee,North Northumberland Ruderal Bumblebee,0,0
North Somerset,Ruderal Bumblebee,North Somerset Ruderal Bumblebee,4,1
North Wiltshire,Ruderal Bumblebee,North Wiltshire Ruderal Bumblebee,0,0
North-east Yorkshire,Ruderal Bumblebee,North-east Yorkshire Ruderal Bumblebee,0,0
North-west Yorkshire,Ruderal Bumblebee,North-west Yorkshire Ruderal Bumblebee,0,0
Northamptonshire,Ruderal Bumblebee,Northamptonshire Ruderal Bumblebee,0,0
Northumberland,Ruderal Bumblebee,Northumberland Ruderal Bumblebee,0,0
Nottinghamshire,Ruderal Bumblebee,Nottinghamshire Ruderal Bumblebee,0,0
Orkney,Ruderal Bumblebee,Orkney Ruderal Bumblebee,0,0
Oxfordshire,Ruderal Bumblebee,Oxfordshire Ruderal Bumblebee,7,1
Pembrokeshire,Ruderal Bumblebee,Pembrokeshire Ruderal Bumblebee,0,0
Perthshire,Ruderal Bumblebee,Perthshire Ruderal Bumblebee,0,0
Radnorshire,Ruderal Bumblebee,Radnorshire Ruderal Bumblebee,0,0
Renfrewshire,Ruderal Bumblebee,Renfrewshire Ruderal Bumblebee,0,0
Roxburghshire,Ruderal Bumblebee,Roxburghshire Ruderal Bumblebee,0,0
Shropshire,Ruderal Bumblebee,Shropshire Ruderal Bumblebee,0,0
South Aberdeenshire,Ruderal Bumblebee,South Aberdeenshire Ruderal Bumblebee,0,0
South Devon,Ruderal Bumblebee,South Devon Ruderal Bumblebee,0,0
South East Yorkshire,Ruderal Bumblebee,South East Yorkshire Ruderal Bumblebee,0,0
South Ebudes,Ruderal Bumblebee,South Ebudes Ruderal Bumblebee,0,0
South Essex,Ruderal Bumblebee,South Essex Ruderal Bumblebee,0,0
South Hampshire,Ruderal Bumblebee,South Hampshire Ruderal Bumblebee,0,0
South Lanarkshire,Ruderal Bumblebee,South Lanarkshire Ruderal Bumblebee,0,0
South Lancashire,Ruderal Bumblebee,South Lancashire Ruderal Bumblebee,0,0
South Lincolnshire,Ruderal Bumblebee,South Lincolnshire Ruderal Bumblebee,1,1
South Northumberland,Ruderal Bumblebee,South Northumberland Ruderal Bumblebee,0,0
South Somerset,Ruderal Bumblebee,South Somerset Ruderal Bumblebee,0,0
South Wiltshire,Ruderal Bumblebee,South Wiltshire Ruderal Bumblebee,19,1
South-east Yorkshire,Ruderal Bumblebee,South-east Yorkshire Ruderal Bumblebee,0,0
South-west Yorkshire,Ruderal Bumblebee,South-west Yorkshire Ruderal Bumblebee,0,0
Staffordshire,Ruderal Bumblebee,Staffordshire Ruderal Bumblebee,0,0
Stirlingshire,Ruderal Bumblebee,Stirlingshire Ruderal Bumblebee,0,0
Surrey,Ruderal Bumblebee,Surrey Ruderal Bumblebee,0,0
Sussex,Ruderal Bumblebee,Sussex Ruderal Bumblebee,0,0
Warwickshire,Ruderal Bumblebee,Warwickshire Ruderal Bumblebee,0,0
West Cornwall with Scilly,Ruderal Bumblebee,West Cornwall with Scilly Ruderal Bumblebee,0,0
West Gloucestershire,Ruderal Bumblebee,West Gloucestershire Ruderal Bumblebee,0,0
West Inverness-shire,Ruderal Bumblebee,West Inverness-shire Ruderal Bumblebee,0,0
West Kent,Ruderal Bumblebee,West Kent Ruderal Bumblebee,4,1
West Lancashire,Ruderal Bumblebee,West Lancashire Ruderal Bumblebee,0,0
West Norfolk,Ruderal Bumblebee,West Norfolk Ruderal Bumblebee,6,1
West Perthshire,Ruderal Bumblebee,West Perthshire Ruderal Bumblebee,0,0
West Suffolk,Ruderal Bumblebee,West Suffolk Ruderal Bumblebee,1,1
West Sussex,Ruderal Bumblebee,West Sussex Ruderal Bumblebee,0,0
Westmorland,Ruderal Bumblebee,Westmorland Ruderal Bumblebee,0,0
Worcestershire,Ruderal Bumblebee,Worcestershire Ruderal Bumblebee,0,0
Yorkshire,Ruderal Bumblebee,Yorkshire Ruderal Bumblebee,0,0
Aberdeenshire,Lasioglossum,Aberdeenshire Lasioglossum,0,0
Alderney,Lasioglossum,Alderney Lasioglossum,0,0
Angus,Lasioglossum,Angus Lasioglossum,0,0
Argyll & Bute,Lasioglossum,Argyll & Bute Lasioglossum,0,0
Argyllshire,Lasioglossum,Argyllshire Lasioglossum,0,0
Ayrshire,Lasioglossum,Ayrshire Lasioglossum,0,0
Bedfordshire,Lasioglossum,Bedfordshire Lasioglossum,0,0
Berkshire,Lasioglossum,Berkshire Lasioglossum,23,1
Berwickshire,Lasioglossum,Berwickshire Lasioglossum,0,0
Buckinghamshire,Lasioglossum,Buckinghamshire Lasioglossum,0,0
Caernarvonshire,Lasioglossum,Caernarvonshire Lasioglossum,0,0
Caithness,Lasioglossum,Caithness Lasioglossum,0,0
Camarthenshire,Lasioglossum,Camarthenshire Lasioglossum,0,0
Cambridgeshire,Lasioglossum,Cambridgeshire Lasioglossum,0,0
Cardiganshire,Lasioglossum,Cardiganshire Lasioglossum,0,0
Carmarthenshire,Lasioglossum,Carmarthenshire Lasioglossum,0,0
Ceredigion,Lasioglossum,Ceredigion Lasioglossum,0,0
Cheshire,Lasioglossum,Cheshire Lasioglossum,0,0
Clyde Isles,Lasioglossum,Clyde Isles Lasioglossum,0,0
Conwy,Lasioglossum,Conwy Lasioglossum,0,0
County Durham,Lasioglossum,County Durham Lasioglossum,0,0
Cumberland,Lasioglossum,Cumberland Lasioglossum,0,0
Denbighshire,Lasioglossum,Denbighshire Lasioglossum,0,0
Derbyshire,Lasioglossum,Derbyshire Lasioglossum,0,0
Dorset,Lasioglossum,Dorset Lasioglossum,0,0
Dumfriesshire,Lasioglossum,Dumfriesshire  Lasioglossum,0,0
Dunbartonshire,Lasioglossum,Dunbartonshire Lasioglossum,0,0
East Cornwall,Lasioglossum,East Cornwall Lasioglossum,0,0
East Gloucestershire,Lasioglossum,East Gloucestershire Lasioglossum,0,0
East Inverness-shire,Lasioglossum,East Inverness-shire Lasioglossum,0,0
East Kent,Lasioglossum,East Kent Lasioglossum,0,0
East Lothian,Lasioglossum,East Lothian Lasioglossum,0,0
East Norfolk,Lasioglossum,East Norfolk Lasioglossum,0,0
East Perthshire,Lasioglossum,East Perthshire Lasioglossum,0,0
East Suffolk,Lasioglossum,East Suffolk Lasioglossum,0,0
East Sussex,Lasioglossum,East Sussex Lasioglossum,0,0
East Sutherland,Lasioglossum,East Sutherland Lasioglossum,0,0
Fifeshire,Lasioglossum,Fifeshire Lasioglossum,0,0
Flintshire,Lasioglossum,Flintshire Lasioglossum,0,0
Glamorganshire,Lasioglossum,Glamorganshire Lasioglossum,0,0
Gwent,Lasioglossum,Gwent Lasioglossum,0,0
Herefordshire,Lasioglossum,Herefordshire Lasioglossum,0,0
Hertfordshire,Lasioglossum,Hertfordshire Lasioglossum,0,0
Huntingdonshire,Lasioglossum,Huntingdonshire Lasioglossum,0,0
Isle of Man,Lasioglossum,Isle of Man Lasioglossum,0,0
Isle of Wight,Lasioglossum,Isle of Wight Lasioglossum,0,0
Kincardineshire,Lasioglossum,Kincardineshire Lasioglossum,0,0
Kirkudbrightshire,Lasioglossum,Kirkudbrightshire Lasioglossum,0,0
Lanarkshire,Lasioglossum,Lanarkshire Lasioglossum,0,0
Lancashire,Lasioglossum,Lancashire Lasioglossum,0,0
Leicestershire,Lasioglossum,Leicestershire Lasioglossum,0,0
Lincolnshire,Lasioglossum,Lincolnshire Lasioglossum,0,0
Linlithgow,Lasioglossum,Linlithgow Lasioglossum,0,0
Mid Perthshire,Lasioglossum,Mid Perthshire Lasioglossum,0,0
Mid-west Yorkshire,Lasioglossum,Mid-west Yorkshire Lasioglossum,0,0
Middlesex,Lasioglossum,Middlesex Lasioglossum,0,0
Midlothian,Lasioglossum,Midlothian Lasioglossum,0,0
Monmouthshire,Lasioglossum,Monmouthshire Lasioglossum,0,0
Moray,Lasioglossum,Moray Lasioglossum,0,0
North Aberdeenshire,Lasioglossum,North Aberdeenshire Lasioglossum,0,0
North Ayrshire,Lasioglossum,North Ayrshire Lasioglossum,0,0
North Devon,Lasioglossum,North Devon Lasioglossum,0,0
North Essex,Lasioglossum,North Essex Lasioglossum,0,0
North Hampshire,Lasioglossum,North Hampshire Lasioglossum,0,0
North Lanarkshire,Lasioglossum,North Lanarkshire Lasioglossum,0,0
North Lincolnshire,Lasioglossum,North Lincolnshire Lasioglossum,0,0
North Northumberland,Lasioglossum,North Northumberland Lasioglossum,0,0
